distance_km,weather,day_of_week,time_of_day,train_type,delay_min,congestion,train_no
29.0,Foggy,Sunday,Morning,Express,0.0,Low,40377
29.0,Foggy,Saturday,Night,Express,208.0,High,40378
29.0,Clear,Friday,Night,Express,30.3,Medium,40378
29.0,Rainy,Monday,Late Night,Express,17.6,Medium,40378
29.0,Clear,Friday,Evening,Express,0.0,Low,40379
29.0,Clear,Monday,Afternoon,Express,54.2,High,40379
29.0,Foggy,Thursday,Evening,Express,87.8,High,40379
29.0,Clear,Tuesday,Night,Express,0.0,Low,40380
29.0,Clear,Tuesday,Night,Express,48.5,High,40380
29.0,Foggy,Thursday,Night,Express,24.2,Medium,40380
29.0,Foggy,Tuesday,Morning,Express,300.9,High,40381
29.0,Clear,Wednesday,Afternoon,Express,12.4,Low,40381
29.0,Foggy,Monday,Evening,Express,37.7,Medium,40381
29.0,Foggy,Tuesday,Morning,Express,0.0,Low,40382
29.0,Foggy,Wednesday,Evening,Express,167.7,High,40382
29.0,Foggy,Friday,Late Night,Express,29.7,Medium,40382
29.0,Foggy,Thursday,Night,Express,9.6,Low,40383
29.0,Clear,Sunday,Night,Express,69.3,High,40383
29.0,Foggy,Friday,Afternoon,Express,0.0,Low,40383
29.0,Rainy,Sunday,Night,Express,92.0,High,40384
29.0,Foggy,Sunday,Evening,Express,248.4,High,40384
29.0,Rainy,Friday,Morning,Express,138.4,High,40384
29.0,Foggy,Wednesday,Afternoon,Express,98.2,High,40385
29.0,Foggy,Wednesday,Night,Express,102.0,High,40385
29.0,Foggy,Monday,Morning,Express,240.0,High,40385
29.0,Clear,Saturday,Night,Express,106.6,High,40386
29.0,Clear,Thursday,Night,Express,52.8,High,40386
29.0,Clear,Saturday,Afternoon,Express,101.1,High,40386
29.0,Foggy,Tuesday,Night,Express,0.0,Low,40387
29.0,Rainy,Saturday,Night,Express,118.2,High,40387
29.0,Rainy,Monday,Night,Express,0.0,Low,40387
29.0,Clear,Wednesday,Afternoon,Express,20.6,Medium,40388
29.0,Foggy,Saturday,Evening,Express,0.0,Low,40388
29.0,Clear,Tuesday,Afternoon,Express,51.8,High,40388
29.0,Clear,Friday,Morning,Express,15.9,Medium,40389
29.0,Clear,Thursday,Evening,Express,106.4,High,40389
29.0,Clear,Saturday,Morning,Express,93.4,High,40389
29.0,Foggy,Friday,Afternoon,Express,168.7,High,40390
29.0,Clear,Saturday,Evening,Express,0.0,Low,40390
29.0,Foggy,Friday,Afternoon,Express,161.5,High,40390
29.0,Rainy,Sunday,Afternoon,Express,203.2,High,40391
29.0,Clear,Monday,Morning,Express,95.1,High,40391
29.0,Rainy,Friday,Late Night,Express,86.1,High,40391
29.0,Clear,Tuesday,Morning,Express,55.1,High,40392
29.0,Foggy,Tuesday,Night,Express,20.5,Medium,40392
29.0,Foggy,Wednesday,Night,Express,95.6,High,40392
29.0,Rainy,Wednesday,Late Night,Express,0.0,Low,40393
29.0,Clear,Monday,Afternoon,Express,20.4,Medium,40393
29.0,Rainy,Monday,Afternoon,Express,0.0,Low,40393
29.0,Clear,Thursday,Late Night,Express,5.4,Low,40394
29.0,Clear,Wednesday,Late Night,Express,43.1,High,40394
29.0,Clear,Thursday,Late Night,Express,43.1,High,40394
29.0,Rainy,Thursday,Morning,Express,75.2,High,40395
29.0,Foggy,Thursday,Afternoon,Express,74.7,High,40395
29.0,Foggy,Sunday,Night,Express,0.0,Low,40395
29.0,Clear,Wednesday,Night,Express,18.4,Medium,40396
29.0,Clear,Friday,Afternoon,Express,10.2,Low,40396
29.0,Foggy,Wednesday,Evening,Express,16.8,Medium,40396
29.0,Rainy,Saturday,Morning,Express,152.5,High,40397
29.0,Foggy,Monday,Morning,Express,1.3,Low,40397
29.0,Rainy,Monday,Morning,Express,22.0,Medium,40397
29.0,Foggy,Friday,Morning,Express,0.0,Low,40398
29.0,Rainy,Sunday,Late Night,Express,27.7,Medium,40398
29.0,Rainy,Tuesday,Afternoon,Express,0.0,Low,40398
29.0,Rainy,Tuesday,Afternoon,Express,54.2,High,40399
29.0,Foggy,Monday,Morning,Express,0.0,Low,40399
29.0,Clear,Monday,Night,Express,39.4,Medium,40399
29.0,Rainy,Tuesday,Afternoon,Express,41.5,High,40400
29.0,Clear,Monday,Evening,Express,136.4,High,40400
29.0,Clear,Tuesday,Late Night,Express,39.0,Medium,40400
29.0,Clear,Saturday,Afternoon,Express,0.0,Low,40401
29.0,Rainy,Sunday,Afternoon,Express,0.0,Low,40401
29.0,Foggy,Tuesday,Evening,Express,72.5,High,40401
29.0,Rainy,Sunday,Evening,Express,0.0,Low,40402
29.0,Clear,Monday,Late Night,Express,0.0,Low,40402
29.0,Rainy,Tuesday,Late Night,Express,88.5,High,40402
29.0,Foggy,Sunday,Morning,Express,161.6,High,40403
29.0,Foggy,Sunday,Morning,Express,141.4,High,40403
29.0,Rainy,Tuesday,Night,Express,13.7,Low,40403
29.0,Clear,Sunday,Night,Express,57.1,High,40404
29.0,Rainy,Thursday,Late Night,Express,7.5,Low,40404
29.0,Foggy,Saturday,Night,Express,88.3,High,40404
29.0,Foggy,Monday,Evening,Express,0.0,Low,40405
29.0,Clear,Sunday,Afternoon,Express,116.4,High,40405
29.0,Clear,Wednesday,Evening,Express,0.0,Low,40405
29.0,Rainy,Monday,Evening,Express,158.0,High,40406
29.0,Clear,Monday,Night,Express,36.7,Medium,40406
29.0,Rainy,Wednesday,Night,Express,19.7,Medium,40406
29.0,Foggy,Monday,Night,Express,67.0,High,40407
29.0,Clear,Wednesday,Late Night,Express,45.7,High,40407
29.0,Rainy,Friday,Evening,Express,198.7,High,40407
29.0,Clear,Wednesday,Morning,Express,62.7,High,40408
29.0,Foggy,Thursday,Morning,Express,0.0,Low,40408
29.0,Rainy,Tuesday,Evening,Express,63.4,High,40408
29.0,Foggy,Sunday,Night,Express,188.8,High,40409
29.0,Foggy,Friday,Afternoon,Express,187.6,High,40409
29.0,Clear,Tuesday,Late Night,Express,50.7,High,40409
29.0,Rainy,Monday,Morning,Express,135.7,High,40410
29.0,Rainy,Wednesday,Morning,Express,116.3,High,40410
29.0,Clear,Sunday,Late Night,Express,69.3,High,40410
29.0,Rainy,Friday,Late Night,Express,21.6,Medium,40411
29.0,Foggy,Monday,Night,Express,0.0,Low,40411
29.0,Foggy,Monday,Afternoon,Express,67.4,High,40411
29.0,Rainy,Saturday,Afternoon,Express,4.6,Low,40412
29.0,Rainy,Tuesday,Evening,Express,0.0,Low,40412
29.0,Foggy,Saturday,Afternoon,Express,14.1,Low,40412
29.0,Clear,Saturday,Afternoon,Express,190.9,High,40413
29.0,Foggy,Wednesday,Morning,Express,85.3,High,40413
29.0,Foggy,Tuesday,Late Night,Express,56.2,High,40413
29.0,Rainy,Saturday,Night,Express,0.0,Low,40414
29.0,Rainy,Wednesday,Afternoon,Express,0.0,Low,40414
29.0,Rainy,Saturday,Morning,Express,5.8,Low,40414
29.0,Foggy,Thursday,Evening,Express,198.3,High,40415
29.0,Rainy,Wednesday,Afternoon,Express,68.7,High,40415
29.0,Foggy,Friday,Afternoon,Express,124.4,High,40415
29.0,Rainy,Sunday,Morning,Express,143.0,High,40416
29.0,Clear,Monday,Morning,Express,16.5,Medium,40416
29.0,Rainy,Sunday,Afternoon,Express,154.3,High,40416
29.0,Rainy,Friday,Evening,Express,21.5,Medium,40417
29.0,Foggy,Sunday,Night,Express,160.0,High,40417
29.0,Clear,Thursday,Night,Express,52.9,High,40417
29.0,Foggy,Friday,Late Night,Express,0.0,Low,40418
29.0,Foggy,Thursday,Afternoon,Express,9.1,Low,40418
29.0,Clear,Monday,Afternoon,Express,0.0,Low,40418
29.0,Rainy,Friday,Evening,Express,180.6,High,40419
29.0,Foggy,Tuesday,Morning,Express,71.8,High,40419
29.0,Clear,Wednesday,Evening,Express,0.0,Low,40419
29.0,Foggy,Monday,Late Night,Express,62.5,High,40420
29.0,Foggy,Thursday,Late Night,Express,16.9,Medium,40420
29.0,Clear,Thursday,Late Night,Express,0.0,Low,40420
29.0,Clear,Sunday,Evening,Express,149.2,High,40421
29.0,Clear,Friday,Afternoon,Express,51.8,High,40421
29.0,Clear,Saturday,Evening,Express,39.6,Medium,40421
29.0,Rainy,Saturday,Evening,Express,45.4,High,40422
29.0,Foggy,Friday,Evening,Express,0.0,Low,40422
29.0,Clear,Wednesday,Morning,Express,0.0,Low,40422
59.0,Foggy,Friday,Evening,Express,222.0,High,40501
59.0,Rainy,Wednesday,Night,Express,20.8,Medium,40501
59.0,Rainy,Friday,Night,Express,60.5,High,40501
59.0,Foggy,Monday,Morning,Express,0.0,Low,40502
59.0,Foggy,Sunday,Afternoon,Express,0.0,Low,40502
59.0,Rainy,Sunday,Late Night,Express,71.9,High,40502
59.0,Foggy,Monday,Afternoon,Express,90.8,High,40503
59.0,Foggy,Sunday,Evening,Express,249.4,High,40503
59.0,Rainy,Thursday,Night,Express,126.6,High,40503
59.0,Clear,Sunday,Night,Express,28.7,Medium,40504
59.0,Rainy,Sunday,Evening,Express,111.9,High,40504
59.0,Foggy,Monday,Morning,Express,52.6,High,40504
59.0,Rainy,Friday,Morning,Express,285.5,High,40505
59.0,Foggy,Friday,Evening,Express,208.0,High,40505
59.0,Foggy,Monday,Night,Express,68.1,High,40505
59.0,Clear,Saturday,Evening,Express,74.4,High,40506
59.0,Clear,Monday,Afternoon,Express,105.1,High,40506
59.0,Clear,Thursday,Afternoon,Express,65.9,High,40506
59.0,Foggy,Friday,Late Night,Express,145.9,High,40507
59.0,Rainy,Monday,Morning,Express,0.0,Low,40507
59.0,Foggy,Wednesday,Afternoon,Express,88.0,High,40507
59.0,Rainy,Saturday,Night,Express,26.1,Medium,40508
59.0,Foggy,Tuesday,Morning,Express,225.4,High,40508
59.0,Foggy,Saturday,Late Night,Express,156.4,High,40508
59.0,Foggy,Friday,Late Night,Express,54.4,High,40509
59.0,Foggy,Monday,Afternoon,Express,174.7,High,40509
59.0,Foggy,Wednesday,Night,Express,157.6,High,40509
59.0,Rainy,Saturday,Morning,Express,99.6,High,40510
59.0,Clear,Saturday,Afternoon,Express,193.0,High,40510
59.0,Foggy,Sunday,Late Night,Express,46.7,High,40510
59.0,Foggy,Friday,Night,Express,50.9,High,40511
59.0,Foggy,Thursday,Afternoon,Express,126.2,High,40511
59.0,Clear,Saturday,Evening,Express,36.1,Medium,40511
59.0,Rainy,Sunday,Morning,Express,86.4,High,40512
59.0,Clear,Friday,Afternoon,Express,122.3,High,40512
59.0,Foggy,Saturday,Night,Express,74.2,High,40512
59.0,Foggy,Saturday,Late Night,Express,0.0,Low,40513
59.0,Rainy,Friday,Afternoon,Express,93.1,High,40513
59.0,Rainy,Sunday,Late Night,Express,8.7,Low,40513
59.0,Foggy,Thursday,Late Night,Express,88.3,High,40514
59.0,Foggy,Friday,Morning,Express,175.0,High,40514
59.0,Rainy,Friday,Afternoon,Express,175.9,High,40514
59.0,Rainy,Saturday,Night,Express,129.5,High,40515
59.0,Clear,Saturday,Morning,Express,147.3,High,40515
59.0,Foggy,Saturday,Morning,Express,24.7,Medium,40515
59.0,Clear,Tuesday,Night,Express,62.2,High,40516
59.0,Rainy,Wednesday,Late Night,Express,114.8,High,40516
59.0,Foggy,Friday,Late Night,Express,11.2,Low,40516
59.0,Foggy,Sunday,Evening,Express,253.8,High,40517
59.0,Rainy,Thursday,Evening,Express,24.8,Medium,40517
59.0,Foggy,Sunday,Evening,Express,2.2,Low,40517
59.0,Rainy,Monday,Evening,Express,89.1,High,40518
59.0,Clear,Thursday,Night,Express,64.9,High,40518
59.0,Foggy,Saturday,Afternoon,Express,164.8,High,40518
59.0,Rainy,Thursday,Afternoon,Express,0.0,Low,40519
59.0,Foggy,Wednesday,Evening,Express,103.5,High,40519
59.0,Foggy,Wednesday,Afternoon,Express,12.5,Low,40519
59.0,Rainy,Friday,Evening,Express,0.0,Low,40520
59.0,Clear,Monday,Night,Express,0.0,Low,40520
59.0,Foggy,Tuesday,Evening,Express,9.8,Low,40520
59.0,Rainy,Saturday,Late Night,Express,78.9,High,40522
59.0,Foggy,Friday,Afternoon,Express,173.6,High,40522
59.0,Foggy,Saturday,Evening,Express,0.0,Low,40522
59.0,Foggy,Saturday,Late Night,Express,79.2,High,40523
59.0,Clear,Sunday,Night,Express,0.0,Low,40523
59.0,Foggy,Thursday,Late Night,Express,76.3,High,40523
59.0,Rainy,Sunday,Late Night,Express,12.2,Low,40524
59.0,Rainy,Friday,Night,Express,0.0,Low,40524
59.0,Clear,Wednesday,Night,Express,62.1,High,40524
59.0,Rainy,Monday,Late Night,Express,12.8,Low,40525
59.0,Rainy,Friday,Night,Express,37.7,Medium,40525
59.0,Rainy,Wednesday,Afternoon,Express,0.0,Low,40525
59.0,Foggy,Thursday,Morning,Express,171.6,High,40526
59.0,Foggy,Monday,Afternoon,Express,122.9,High,40526
59.0,Rainy,Sunday,Morning,Express,79.2,High,40526
59.0,Foggy,Thursday,Night,Express,0.0,Low,40527
59.0,Rainy,Saturday,Morning,Express,218.7,High,40527
59.0,Foggy,Wednesday,Afternoon,Express,13.8,Low,40527
59.0,Foggy,Saturday,Morning,Express,50.6,High,40528
59.0,Foggy,Thursday,Morning,Express,300.3,High,40528
59.0,Foggy,Tuesday,Late Night,Express,7.9,Low,40528
59.0,Rainy,Tuesday,Late Night,Express,65.3,High,40529
59.0,Clear,Tuesday,Afternoon,Express,59.2,High,40529
59.0,Foggy,Wednesday,Late Night,Express,58.4,High,40529
59.0,Rainy,Tuesday,Morning,Express,86.7,High,40531
59.0,Clear,Friday,Night,Express,60.3,High,40531
59.0,Foggy,Wednesday,Late Night,Express,52.9,High,40531
59.0,Clear,Wednesday,Late Night,Express,23.7,Medium,40532
59.0,Foggy,Saturday,Morning,Express,286.2,High,40532
59.0,Clear,Monday,Afternoon,Express,0.0,Low,40532
59.0,Clear,Wednesday,Night,Express,70.3,High,40533
59.0,Clear,Thursday,Afternoon,Express,76.9,High,40533
59.0,Clear,Saturday,Evening,Express,108.9,High,40533
59.0,Foggy,Sunday,Evening,Express,189.0,High,40534
59.0,Clear,Friday,Evening,Express,50.3,High,40534
59.0,Rainy,Wednesday,Afternoon,Express,0.0,Low,40534
59.0,Foggy,Tuesday,Morning,Express,68.8,High,40535
59.0,Clear,Tuesday,Afternoon,Express,0.0,Low,40535
59.0,Rainy,Thursday,Night,Express,8.2,Low,40535
59.0,Clear,Thursday,Evening,Express,0.0,Low,40536
59.0,Foggy,Monday,Evening,Express,34.6,Medium,40536
59.0,Foggy,Saturday,Afternoon,Express,25.7,Medium,40536
59.0,Rainy,Wednesday,Evening,Express,0.0,Low,40538
59.0,Rainy,Monday,Night,Express,89.9,High,40538
59.0,Clear,Monday,Morning,Express,182.3,High,40538
59.0,Rainy,Thursday,Morning,Express,122.1,High,40539
59.0,Rainy,Tuesday,Morning,Express,50.4,High,40539
59.0,Rainy,Wednesday,Evening,Express,56.7,High,40539
59.0,Rainy,Wednesday,Late Night,Express,18.3,Medium,40540
59.0,Rainy,Monday,Night,Express,55.1,High,40540
59.0,Clear,Friday,Morning,Express,58.3,High,40540
59.0,Foggy,Saturday,Afternoon,Express,3.1,Low,40541
59.0,Foggy,Saturday,Morning,Express,306.7,High,40541
59.0,Clear,Saturday,Night,Express,0.0,Low,40541
59.0,Foggy,Sunday,Morning,Express,163.8,High,40542
59.0,Rainy,Monday,Evening,Express,58.9,High,40542
59.0,Rainy,Monday,Night,Express,158.4,High,40542
59.0,Clear,Sunday,Afternoon,Express,60.1,High,40543
59.0,Clear,Saturday,Late Night,Express,20.8,Medium,40543
59.0,Clear,Wednesday,Morning,Express,33.6,Medium,40543
59.0,Rainy,Wednesday,Evening,Express,63.3,High,40544
59.0,Rainy,Saturday,Late Night,Express,0.0,Low,40544
59.0,Rainy,Saturday,Afternoon,Express,8.7,Low,40544
59.0,Clear,Wednesday,Evening,Express,0.0,Low,40545
59.0,Rainy,Sunday,Evening,Express,0.0,Low,40545
59.0,Rainy,Wednesday,Late Night,Express,39.1,Medium,40545
59.0,Clear,Thursday,Afternoon,Express,53.2,High,40547
59.0,Clear,Thursday,Evening,Express,0.0,Low,40547
59.0,Clear,Thursday,Night,Express,30.1,Medium,40547
59.0,Rainy,Friday,Late Night,Express,75.5,High,40548
59.0,Foggy,Sunday,Evening,Express,67.6,High,40548
59.0,Clear,Saturday,Afternoon,Express,13.9,Low,40548
59.0,Clear,Thursday,Night,Express,18.9,Medium,40549
59.0,Clear,Saturday,Late Night,Express,13.5,Low,40549
59.0,Foggy,Wednesday,Morning,Express,20.4,Medium,40549
59.0,Foggy,Monday,Night,Express,68.4,High,40550
59.0,Clear,Tuesday,Late Night,Express,91.7,High,40550
59.0,Foggy,Thursday,Afternoon,Express,9.5,Low,40550
59.0,Foggy,Saturday,Night,Express,46.2,High,40551
59.0,Foggy,Thursday,Afternoon,Express,59.7,High,40551
59.0,Foggy,Tuesday,Morning,Express,16.1,Medium,40551
59.0,Foggy,Tuesday,Afternoon,Express,130.0,High,40552
59.0,Clear,Thursday,Late Night,Express,0.0,Low,40552
59.0,Rainy,Saturday,Evening,Express,33.3,Medium,40552
59.0,Clear,Monday,Night,Express,69.0,High,40553
59.0,Rainy,Monday,Late Night,Express,25.8,Medium,40553
59.0,Rainy,Monday,Night,Express,3.1,Low,40553
59.0,Foggy,Wednesday,Morning,Express,112.7,High,40554
59.0,Foggy,Tuesday,Morning,Express,152.6,High,40554
59.0,Clear,Tuesday,Morning,Express,58.1,High,40554
59.0,Foggy,Wednesday,Afternoon,Express,4.9,Low,40555
59.0,Rainy,Monday,Late Night,Express,59.1,High,40555
59.0,Rainy,Friday,Night,Express,31.9,Medium,40555
59.0,Rainy,Monday,Afternoon,Express,102.7,High,40556
59.0,Rainy,Saturday,Afternoon,Express,190.3,High,40556
59.0,Clear,Saturday,Late Night,Express,0.0,Low,40556
59.0,Clear,Sunday,Afternoon,Express,48.7,High,40557
59.0,Foggy,Friday,Afternoon,Express,0.0,Low,40557
59.0,Foggy,Saturday,Morning,Express,397.7,High,40557
59.0,Foggy,Friday,Afternoon,Express,34.9,Medium,40558
59.0,Rainy,Tuesday,Late Night,Express,65.4,High,40558
59.0,Clear,Sunday,Morning,Express,53.9,High,40558
59.0,Rainy,Monday,Afternoon,Express,4.6,Low,40559
59.0,Rainy,Tuesday,Morning,Express,0.0,Low,40559
59.0,Clear,Monday,Night,Express,100.3,High,40559
59.0,Clear,Tuesday,Late Night,Express,52.8,High,40560
59.0,Clear,Tuesday,Late Night,Express,81.2,High,40560
59.0,Foggy,Thursday,Night,Express,60.7,High,40560
59.0,Foggy,Tuesday,Evening,Express,91.9,High,40561
59.0,Rainy,Wednesday,Morning,Express,45.6,High,40561
59.0,Rainy,Friday,Late Night,Express,30.8,Medium,40561
59.0,Rainy,Saturday,Night,Express,0.0,Low,40562
59.0,Foggy,Thursday,Late Night,Express,48.7,High,40562
59.0,Clear,Tuesday,Late Night,Express,2.5,Low,40562
59.0,Clear,Tuesday,Night,Express,48.8,High,40563
59.0,Clear,Saturday,Afternoon,Express,60.2,High,40563
59.0,Foggy,Sunday,Late Night,Express,64.3,High,40563
59.0,Foggy,Monday,Morning,Express,240.3,High,40564
59.0,Clear,Friday,Night,Express,40.3,High,40564
59.0,Foggy,Wednesday,Morning,Express,139.8,High,40564
59.0,Rainy,Saturday,Night,Express,212.6,High,40565
59.0,Rainy,Friday,Evening,Express,196.2,High,40565
59.0,Foggy,Tuesday,Evening,Express,160.4,High,40565
59.0,Foggy,Thursday,Evening,Express,49.4,High,40566
59.0,Rainy,Sunday,Morning,Express,99.3,High,40566
59.0,Foggy,Sunday,Night,Express,0.0,Low,40566
59.0,Foggy,Saturday,Morning,Express,164.8,High,40567
59.0,Rainy,Thursday,Evening,Express,87.5,High,40567
59.0,Clear,Sunday,Evening,Express,53.3,High,40567
59.0,Rainy,Wednesday,Afternoon,Express,109.7,High,40568
59.0,Rainy,Thursday,Afternoon,Express,0.0,Low,40568
59.0,Foggy,Saturday,Night,Express,208.4,High,40568
59.0,Rainy,Thursday,Night,Express,101.4,High,40569
59.0,Foggy,Wednesday,Late Night,Express,37.1,Medium,40569
59.0,Clear,Monday,Night,Express,29.6,Medium,40569
59.0,Foggy,Wednesday,Late Night,Express,62.5,High,40570
59.0,Rainy,Thursday,Evening,Express,182.3,High,40570
59.0,Rainy,Sunday,Night,Express,60.8,High,40570
59.0,Clear,Monday,Night,Express,41.5,High,40571
59.0,Clear,Friday,Late Night,Express,33.5,Medium,40571
59.0,Foggy,Thursday,Late Night,Express,134.8,High,40571
59.0,Clear,Wednesday,Late Night,Express,14.6,Low,40572
59.0,Clear,Friday,Night,Express,40.7,High,40572
59.0,Clear,Tuesday,Late Night,Express,67.4,High,40572
59.0,Foggy,Thursday,Afternoon,Express,74.1,High,40573
59.0,Foggy,Saturday,Morning,Express,241.3,High,40573
59.0,Foggy,Wednesday,Night,Express,0.0,Low,40573
59.0,Clear,Monday,Night,Express,27.3,Medium,40574
59.0,Clear,Tuesday,Evening,Express,116.6,High,40574
59.0,Rainy,Saturday,Morning,Express,20.8,Medium,40574
59.0,Foggy,Monday,Night,Express,47.2,High,40601
59.0,Rainy,Saturday,Night,Express,82.2,High,40601
59.0,Foggy,Friday,Night,Express,0.0,Low,40601
59.0,Foggy,Sunday,Morning,Express,47.4,High,40602
59.0,Clear,Saturday,Morning,Express,74.0,High,40602
59.0,Foggy,Thursday,Night,Express,60.1,High,40602
59.0,Rainy,Sunday,Night,Express,134.2,High,40603
59.0,Foggy,Saturday,Evening,Express,267.5,High,40603
59.0,Clear,Thursday,Afternoon,Express,0.9,Low,40603
59.0,Foggy,Tuesday,Late Night,Express,45.5,High,40604
59.0,Clear,Sunday,Afternoon,Express,76.6,High,40604
59.0,Rainy,Friday,Afternoon,Express,179.2,High,40604
59.0,Foggy,Tuesday,Evening,Express,126.0,High,40605
59.0,Rainy,Monday,Evening,Express,88.7,High,40605
59.0,Rainy,Monday,Morning,Express,127.1,High,40605
59.0,Foggy,Monday,Late Night,Express,78.6,High,40606
59.0,Foggy,Saturday,Late Night,Express,0.0,Low,40606
59.0,Rainy,Monday,Late Night,Express,47.4,High,40606
59.0,Foggy,Monday,Night,Express,152.3,High,40607
59.0,Foggy,Thursday,Morning,Express,62.9,High,40607
59.0,Clear,Sunday,Late Night,Express,34.7,Medium,40607
59.0,Foggy,Thursday,Night,Express,41.3,High,40608
59.0,Clear,Tuesday,Evening,Express,0.0,Low,40608
59.0,Clear,Thursday,Night,Express,36.5,Medium,40608
59.0,Foggy,Saturday,Morning,Express,141.1,High,40609
59.0,Clear,Sunday,Night,Express,16.1,Medium,40609
59.0,Rainy,Wednesday,Morning,Express,0.0,Low,40609
59.0,Clear,Thursday,Afternoon,Express,0.0,Low,40610
59.0,Foggy,Wednesday,Late Night,Express,75.6,High,40610
59.0,Foggy,Friday,Night,Express,219.5,High,40610
59.0,Rainy,Saturday,Night,Express,164.0,High,40612
59.0,Clear,Thursday,Evening,Express,0.0,Low,40612
59.0,Clear,Wednesday,Morning,Express,92.6,High,40612
59.0,Clear,Monday,Morning,Express,12.5,Low,40613
59.0,Foggy,Monday,Morning,Express,27.6,Medium,40613
59.0,Foggy,Monday,Night,Express,26.9,Medium,40613
59.0,Clear,Friday,Night,Express,76.2,High,40614
59.0,Foggy,Monday,Evening,Express,159.5,High,40614
59.0,Foggy,Monday,Afternoon,Express,56.3,High,40614
59.0,Rainy,Tuesday,Morning,Express,59.5,High,40615
59.0,Rainy,Friday,Evening,Express,120.4,High,40615
59.0,Rainy,Saturday,Afternoon,Express,116.5,High,40615
59.0,Foggy,Saturday,Afternoon,Express,189.2,High,40616
59.0,Foggy,Tuesday,Late Night,Express,0.0,Low,40616
59.0,Clear,Monday,Morning,Express,52.7,High,40616
59.0,Foggy,Friday,Afternoon,Express,0.0,Low,40617
59.0,Rainy,Friday,Evening,Express,74.1,High,40617
59.0,Foggy,Wednesday,Night,Express,38.5,Medium,40617
59.0,Foggy,Saturday,Night,Express,68.8,High,40618
59.0,Foggy,Saturday,Evening,Express,8.3,Low,40618
59.0,Clear,Thursday,Late Night,Express,0.0,Low,40618
59.0,Rainy,Sunday,Late Night,Express,0.0,Low,40619
59.0,Foggy,Saturday,Night,Express,61.8,High,40619
59.0,Rainy,Sunday,Evening,Express,36.9,Medium,40619
59.0,Clear,Tuesday,Evening,Express,9.8,Low,40621
59.0,Rainy,Sunday,Late Night,Express,106.4,High,40621
59.0,Foggy,Saturday,Evening,Express,1.7,Low,40621
59.0,Foggy,Monday,Afternoon,Express,166.1,High,40622
59.0,Rainy,Thursday,Morning,Express,206.0,High,40622
59.0,Rainy,Wednesday,Morning,Express,0.0,Low,40622
59.0,Foggy,Thursday,Afternoon,Express,70.1,High,40623
59.0,Rainy,Sunday,Morning,Express,42.7,High,40623
59.0,Foggy,Monday,Evening,Express,0.0,Low,40623
59.0,Clear,Thursday,Afternoon,Express,0.0,Low,40624
59.0,Foggy,Sunday,Afternoon,Express,130.5,High,40624
59.0,Rainy,Sunday,Night,Express,180.2,High,40624
59.0,Rainy,Sunday,Late Night,Express,86.1,High,40625
59.0,Foggy,Thursday,Late Night,Express,60.8,High,40625
